geogname	lat	long
Place Denys Cochin	48.8538605	2.3102654
Place des 44 Enfants d'Izieu	48.8215206	2.3563303
Place des Abbesses	48.8843091	2.3387397
Place des Alpes	48.832121	2.3586097
Place des Antilles	48.8487788	2.3987907
Place des Cinq Martyrs du Lycée Buffon	48.8384594	2.3171491
Place des Combattants en Afrique du Nord	48.8456785	2.3724222
Place des Droits de l'Enfant	48.8277272	2.3323243
Place des États-Unis	48.8678463	2.2938616
Place des Fêtes	48.8766446	2.3938289
Place des Grandes Rigoles	48.873626	2.3899409
Place des Grès	48.859072	2.4059825
Place des Insurgés de Varsovie	48.8275051	2.2929313
Place des Petits Pères	48.8664453	2.3405841
Place des Pyramides	48.8639204	2.3321459
Place des Saussaies	48.8719434	2.3186389
Place des Ternes	48.8779478	2.2983465
Place des Victoires	48.865896	2.3413396
Place des Vins de France	48.8324931	2.3877055
Place des Vosges	48.8561846	2.3657745
Place d'Estienne d'Orves	48.8765751	2.3317327
Place Diaghilev	48.8731533	2.3311534
Place d'Iéna	48.8643493	2.2934393
Place d'Israël	48.8853082	2.3033228
Place d'Italie	48.8318967	2.3558043
Place Django Reinhardt	48.9001528	2.343694
Place Docteur Navarre	48.8278934	2.3662039
Place du 18 Juin 1940	48.8441131	2.3238411
Place du 19 Mars 1962	48.8470549	2.3754952
Place du 25 Août 1944	48.8226939	2.3255286
Place du Brésil	48.884251	2.3026962
Place du Caire	48.8681327	2.3487095
Place du Calvaire	48.8862569	2.3401663
Place du Canada	48.8649221	2.3103194
Place du Cardinal Amette	48.8508261	2.2964022
Place du Cardinal Lavigerie	48.8328547	2.4030323
Place du Carrousel	48.8618373	2.3345317
Place du Chancelier Adenauer	48.8711144	2.2792347
Place du Château Rouge	48.8874481	2.3497784
Place du Châtelet	48.8580021	2.3472427
Place du Colonel Bourgoin	48.8449842	2.3831169
Place du Colonel Fabien	48.8780382	2.3698593
Place du Commerce	48.8448943	2.2927815
Place du Comtat Venaissin	48.8414426	2.2913494
Place du Costa Rica	48.8585719	2.2845588
Place du Dr Félix Lobligeois	48.8864607	2.3181836
Place du Dr Hayem	48.8529729	2.2758363
Place du Dr Paul Michaux	48.8386222	2.2553675
Place du Dr Yersin	48.8202862	2.3726419
Place du Général Beuret	48.8418416	2.3032536
Place du Général Brocard	48.8781616	2.3052512
Place du Général Catroux	48.8822264	2.3102798
Place du Général Gouraud	48.8576683	2.3002904
Place du Général Monclar	48.833727	2.309327
Place du Général Patton	48.8761136	2.2870996
Place du Général Stefanik	48.8395196	2.2558894
Place du Général Tessier de Marguerittes	48.8512917	2.4102527
Place du Guatemala	48.8766789	2.3185765
Place du Guignier	48.871542	2.3927778
Place du Havre	48.8755526	2.3266651
Place du Louvre	48.8598784	2.3408426
Place du Maquis du Vercors	48.8777194	2.408857
Place du Marché Sainte-Catherine	48.8554444	2.3626909
Place du marché Sainte-Catherine	48.8555097	2.3628704
Place du Marché Saint-Honoré	48.8669216	2.3321514
Place du Maréchal de Lattre de Tassigny	48.8714978	2.2741958
Place du Maréchal Juin	48.8847447	2.2978237
Place du Maroc	48.8866484	2.3692169
Place du Palais Bourbon	48.8606267	2.3186901
Place du Palais Royal	48.8623531	2.3371231
Place du Panthéon	48.8457836	2.3454915
Place du Paraguay	48.8716275	2.2764391
Place du Père Chaillet	48.8571006	2.3789416
Place du Pérou	48.8753448	2.3151606
Place du Petit Pont	48.8528412	2.3466842
Place du Pont Neuf	48.857003	2.3414521
Place du Président Edouard Herriot	48.8610245	2.3189845
Place du Président Mithouard	48.850508	2.3136954
Place du Puits de l'Ermite	48.8423944	2.3539316
Place du Québec	48.8536426	2.3331131
Place du Tertre	48.8863577	2.3408979
Place du Trocadéro	48.8629697	2.2871786
Place du Trocadéro et du 11 Novembre	48.8626979	2.2875026
place Dulcie September	48.8804237	2.3622278
Place Dupleix	48.851305	2.2953277
Place Edith Piaf	48.8649577	2.4051903
Place Edmond Michelet	48.860044	2.3500315
Place Edmond Rostand	48.8473078	2.340423
Place Edouard Renard	48.8350854	2.4073517
Place Édouard VII	48.8713501	2.3291967
Place Edwige Feuillère	48.8595979	2.3013276
Place el Salvador	48.850678	2.3119148
Place Élisabeth Dmitrieff	48.8666937	2.3616226
Place Emile Landrin	48.8641164	2.3999797
Place Emile Mâle	48.8450275	2.3534335
Place Emmanuel Levinas	48.844569	2.3479188
Place Ernest Denis	48.8418555	2.3374293
Place Etienne Pernet	48.8431674	2.2928187
Place Eugène Claudius-Petit	48.8264984	2.3388931
Place Falguière	48.8363478	2.3101009
Place Félix Eboué	48.839466	2.3955364
Place Ferdinand Brunot	48.8327962	2.3266353
Place Fernand Forest	48.8492093	2.2818027
Place Flora Tristan	48.83236	2.3207771
Place Francis Poulenc	48.8840939	2.386511
Place Franz Liszt	48.8779185	2.3516669
Place Gabriel Péri	48.8752587	2.3242501
Place Gambetta	48.8645704	2.398507
Place Georges Berry	48.8747313	2.3285161
Place Georges Guillaumin	48.8748354	2.3020811
Place Georges Mulot	48.8468927	2.3100173
Place Georges Pompidou	48.8608613	2.351717
Place Gilbert Privat	48.835207	2.3296547
Place Ginette Hamelin	48.8377227	2.3826516
Place Goldoni	48.8653548	2.348708
Place Gustave Toudouze	48.8795775	2.3373405
Place Hébert	48.8931244	2.363427
Place Henri Bergson	48.876176	2.3209045
Place Henri Frenay	48.8453293	2.3766477
Place Henri Krasucki	48.8731472	2.3898142
Place Henri Langlois	48.8308768	2.3549715
Place Henri Matisse	48.8660357	2.3913154
Place Henri Mondor	48.8522332	2.3392789
Place Henri Queuille	48.8452815	2.3114757
Place Henri Rollet	48.8361163	2.2930911
Place Henry de Montherlant	48.860253	2.3270368
Place Jacques Bainville	48.8587411	2.3225982
Place Jacques Bonsergent	48.8711569	2.3610275
Place Jacques Demy	48.8318034	2.3270892
Place Jacques Froment	48.8908537	2.3311637
Place Jacques Marette	48.8328873	2.3006161
Place Jacques Rouché	48.8718866	2.3326937
Place Jacques Rueff	48.8559306	2.2981748
Place Jean Delay	48.8231815	2.3544087
Place Jean Lauprêtre	48.846738	2.3871937
Place Jean Monnet	48.8674355	2.2806681
Place Jean Pronteau	48.8342867	2.3214386
Place Jean Rostand	48.8727619	2.3763225
Place Jean-Baptiste Clément	48.8867696	2.3389423
Place Jeanne d'Arc	48.8300274	2.368538
Place Joachim du Bellay	48.8604723	2.3474822
Place Joffre	48.8527487	2.3031995
Place Johann Strauss	48.8686508	2.3596957
Place José Marti	48.8618206	2.2849633
Place José Rizal	48.8772126	2.342474
Place Joséphine Baker	48.841428	2.3234813
Place Jules Joffrin	48.8927876	2.3444896
Place Jules Renard	48.8841995	2.288874
Place Jules Senard	48.8779547	2.4067601
Place Jussieu	48.84597	2.3551297
Place Justin Godart	48.8580157	2.3348812
Place Kossuth	48.8759623	2.3400077
Place Lachambeaudie	48.8361134	2.3867641
Place Léon Blum	48.8581118	2.3799555
Place Léon Deubel	48.8377967	2.2594505
Place Léonard Bernstein	48.8375504	2.3820093
Place Lili Boulanger	48.8821881	2.3288735
Place Lino Ventura	48.8807752	2.3407152
Place Louis Armstrong	48.835994	2.3601235
Place Louis Lépine	48.8551272	2.3468913
Place Louis Marin	48.8439613	2.338964
Place Louis-Armand	48.8448922	2.372828
Place Lucien Herr	48.8418141	2.3478463
Place Madeleine Braun	48.8756647	2.3596187
Place Madeleine-Renaud-et-Jean-Louis-Barrault	48.8383689	2.3145023
Place Marc Bloch	48.854398	2.401936
Place Marcel Achard	48.8741202	2.3762471
Place Marcel Cerdan	48.8509284	2.2925985
Place Marcel Paul	48.8339704	2.3193782
Place Marcelin Berthelot	48.8491463	2.3456247
Place Marguerite de Navarre	48.8607354	2.3462658
Place Marlène Dietrich	48.8656661	2.2926744
Place Marthe Simard	48.8262878	2.3049982
Place Martin Nadaud	48.8648323	2.3944633
Place Maubert	48.8503465	2.3485224
Place Maubert	48.8500038	2.3485258
Place Maurice Chevalier	48.8683863	2.3861035
Place Maurice de Fontenay	48.8448351	2.3884283
Place Maurice Quentin	48.8614387	2.3452154
Place Michel Audiard	48.8301121	2.3310291
Place Michel Debré	48.8522861	2.3300315
Place Michel Petrucciani	48.8945097	2.3444148
Place Monge	48.8427046	2.3521469
Place Napoléon III	48.8801447	2.354074
Place nationale	48.8289981	2.3653799
Place Nattier	48.8901553	2.3330982
Place Octave Chanute	48.8662845	2.4061337
Place Paul Beauregard	48.8483063	2.2703357
Place Paul Delouvrier	48.8919644	2.3850289
Place Paul Léautaud	48.8871901	2.2979504
Place Paul Painlevé	48.8502779	2.3440184
Place Paul Signac	48.8680344	2.4016661
Place Paul Verlaine	48.8274839	2.3523449
Place Pierre Brisson	48.8663951	2.2991746
Place Pierre Mac Orlan	48.8954003	2.3623595
Place Pierre Vaudrey	48.861165	2.4064306
Place Pierre-Lafue	48.8447898	2.3290231
Place Pigalle	48.8822407	2.337719
Place Pinel	48.8332373	2.3615768
Place Possoz	48.8593597	2.2771547
Place Raoul Dautry	48.8418312	2.320749
Place Raoul Follereau	48.8768249	2.3637025
Place Renée Vivien	48.8617704	2.3571053
Place Richard Baret	48.8844253	2.3213343
Place Richard de Coudenhove-Kalergi	48.8704689	2.2954707
Place Rio de Janeiro	48.8775881	2.3104227
Place Robert Desnos	48.878005	2.3683493
Place Rodin	48.8532253	2.2709444
Place Rutebeuf	48.8442437	2.3784833
Place Saint-André des Arts	48.8530501	2.3429933
Place Saint-Augustin	48.8751197	2.3197681
Place Saint-Blaise	48.8601841	2.4040682
Place Sainte-Geneviève	48.8465392	2.3480897
Place Sainte-Opportune	48.8596505	2.3471041
Place Saint-Fargeau	48.8715273	2.4039772
Place Saint-Ferdinand	48.8781116	2.2880569
Place Saint-Germain des Prés	48.8540791	2.3334731
Place Saint-Gervais	48.8559045	2.353858
Place Saint-Jacques	48.8335871	2.3362595
Place Saint-Jean	48.8889822	2.3250294
Place Saint-Michel	48.8535543	2.3437147
Place Saint-Pierre	48.8843845	2.3435277
Place Saint-Sulpice	48.8512503	2.3334018
Place Salvador Allende	48.857818	2.3103903
Place Simone de Beauvoir	48.8353307	2.3782826
Place Skanderbeg	48.9011049	2.3713365
Place Souham	48.8286521	2.367484
Place St Georges	48.8783398	2.3375221
Place St Thomas d'Aquin	48.856362	2.3277999
Place Stuart Merrill	48.8860112	2.2925629
Place Sully Lombard	48.8650599	2.4083914
Place Suzanne Valadon	48.8844659	2.3424766
Place Tattegrain	48.8639871	2.2723937
Place Théodore Rivière	48.847084	2.268672
Place Tristan Bernard	48.8792424	2.2913185
Place Valhubert	48.8440085	2.3641203
Place Vauban	48.853667	2.3127744
Place Vendôme	48.8675839	2.3293456
Place Victor Et Héléne Basch	48.8280523	2.3267303
Place Victor Hugo	48.8695906	2.2850711
Place Violet	48.8446668	2.2905017
Place Yvon et Claire Morandat	48.8758743	2.2890806
Quai Anatole France	48.8611182	2.3241852
Quai André Citroën	48.8465008	2.2781399
Quai aux Fleurs	48.8540661	2.3517333
Quai Branly	48.8594411	2.2940798
Quai d'Anjou	48.8519272	2.3586118
Quai d'Austerlitz	48.8408222	2.3694391
Quai de Béthune	48.8505912	2.3575204
Quai de Bourbon	48.8530564	2.3551833
Quai de Conti	48.8571852	2.3386021
Quai de Gesvres	48.8567346	2.3489314
Quai de Grenelle	48.8519289	2.2851979
Quai de Jemmapes	48.8759551	2.3646551
Quai de la Charente	48.895848	2.3844599
Quai de la Corse	48.8556628	2.3483499
Quai de la Gare	48.8365222	2.37459
Quai de la Garonne	48.8899984	2.3873277
Quai de la Gironde	48.8957809	2.3835861
Quai de la Loire	48.8856821	2.37546
Quai de la Marne	48.8899122	2.3830843
Quai de la Mégisserie	48.8579359	2.3445313
Quai de la Rapée	48.8438084	2.3702208
Quai de la Seine	48.8866766	2.3745459
Quai de la Tournelle	48.8504277	2.3535444
Quai de l'Allier	48.9004755	2.381311
Quai de l'Archevêché	48.8522151	2.3519815
Quai de l'Horloge	48.8569164	2.3436511
Quai de l'Hôtel de ville	48.854935	2.3535492
Quai de l'Oise	48.8902828	2.3826789
Quai de Metz	48.8911416	2.3865304
Quai de Montebello	48.8523052	2.3484024
Quai de Valmy	48.8764049	2.3642917
Quai des Célestins	48.8524287	2.3602768
Quai des Grands Augustins	48.8548346	2.3421504
Quai des Orfèvres	48.8554673	2.3428742
Quai des Tuileries	48.8627614	2.3243112
Quai d'Issy-les-Moulineaux	48.8373937	2.2682711
Quai d'Orléans	48.8516821	2.3541104
Quai d'Orsay	48.8626373	2.3107915
Quai du Lot	48.9008903	2.3804659
Quai du Louvre	48.8587874	2.3410568
Quai du Marché Neuf	48.8541127	2.3455588
Quai François Mauriac	48.8339111	2.3776154
Quai François Mitterrand	48.859953	2.3341198
Quai Henri IV	48.8487686	2.3627371
Quai Louis Blériot	48.8451649	2.2725541
Quai Malaquais	48.8580983	2.3340792
Quai Panhard et Levassor	48.8299655	2.3826409
Quai Saint-Bernard	48.8468697	2.360971
Quai Saint-Michel	48.853481	2.3453802
Quai Voltaire	48.8587917	2.331602
Quartier de Bercy	48.835455	2.3856832
Quartier de la Gare	48.8280752	2.3674068
Quinze-Vingts	48.8480573	2.3746966
Rond-Point des Champs-Élysées Marcel-Dassault	48.8692427	2.3091784
Rond-Point du Bleuet de France	48.8584193	2.3129334
Route Aimable	48.8277437	2.4244414
Route Bosquet Mortemart	48.828511	2.457948
Route Brûlée	48.8354611	2.4270113
Route Circulaire	48.8381548	2.4605493
Route d'Auteuil À Suresnes	48.8565587	2.2438011
Route d'Auteuil aux Lacs	48.8521313	2.2541871
Route de Boulogne à Passy	48.8501743	2.2480776
Route de Bourbon	48.8279845	2.4438207
Route de Ceinture du Lac Daumesnil	48.8322595	2.4156339
Route de la Brasserie	48.827012	2.421559
Route de la Cascade	48.8344397	2.4614948
Route de la Croix Rouge	48.8321595	2.4062741
Route de la Dame Blanche	48.8451343	2.4413122
Route de la Demi Lune	48.8238444	2.4395527
Route de la Faluère	48.8322444	2.4416331
Route de la Ferme	48.8235536	2.4572368
Route de la Gerbe	48.8203287	2.4525985
Route de la Grande Cascade	48.8634419	2.2490049
Route de la Longue Queue	48.8688712	2.2486841
Route de la Ménagerie	48.8357054	2.4661108
Route de la Muette à Neuilly	48.871643	2.2643416
Route de la Plaine	48.8272536	2.4127618
Route de la Pompadour	48.8265114	2.4288098
Route de la Porte Dauphine à la Porte des Sablons	48.8742922	2.2714528
Route de la Porte des Sablons à la Porte Maillot	48.8768424	2.2749217
Route de la Porte Jaune	48.8411267	2.4563821
Route de la Porte Noire	48.8331742	2.4571756
Route de la Porte Saint-James	48.8766278	2.2601396
Route de la Pyramide	48.830218	2.4502455
Route de la Seine À la Butte Mortemart	48.8525859	2.2399173
Route de la Vierge aux Berceaux	48.8604859	2.2457897
Route de l'Esplanade	48.8404286	2.4305219
Route de Sèvres À Neuilly	48.8638694	2.2397955
Route de Suresnes	48.8663469	2.253572
Route des Barrières	48.818319	2.4496349
Route des Batteries	48.8295284	2.423809
Route des Bosquets	48.8367329	2.4606645
Route des Chênes	48.8368145	2.4627428
Route des Dames	48.8393889	2.4536915
Route des Fortifications	48.8312178	2.401845
Route des Lacs	48.8725319	2.270983
Route des Lacs À Bagatelle	48.8678687	2.2510515
Route des Lacs À Madrid	48.8714622	2.2583742
Route des Lacs à Passy	48.8583422	2.2608973
Route des Merisiers	48.8319481	2.4615295
Route des Moulins	48.8663461	2.2367579
Route des Pelouses	48.8391154	2.4627609
Route des Pins	48.8608729	2.2633951
Route des Sabotiers	48.8420164	2.4470368
Route des Tribunes	48.8593095	2.2293265
Route Domaine Pérignon	48.8279802	2.409663
Route du Bac	48.8269461	2.4140747
Route du Donjon	48.8442914	2.4469075
Route du Fort de Gravelle	48.8206297	2.453349
Route du Grand Maréchal	48.8408321	2.4577935
Route du Grand Prieur	48.8360607	2.4559525
Route du Lac de Saint-Mandé	48.8384708	2.4245318
Route du Moulin Rouge	48.8209565	2.435668
Route du Parc	48.8251048	2.421058
Route du Pesage	48.8226259	2.4460264
Route du Point de Vue	48.8193463	2.4490902
Route du Point du Jour à Bagatelle	48.8528351	2.2476155
Route du Point du Jour À Suresnes	48.8561807	2.2411314
Route du Pré Catelan	48.8659791	2.2576535
Route Nouvelle	48.8201977	2.4394461
Route Odette	48.8386796	2.4651033
Route Royale de Beauté	48.8343276	2.4418109
Route Sablonneuse	48.8704445	2.2668572
Route Saint-Louis	48.828369	2.4264313
Rue Abel	48.8471085	2.3751841
Rue Abel Ferry	48.8361548	2.2608997
Rue Abel Gance	48.8357971	2.3740327
Rue Abel Hovelacque	48.8320644	2.3528202
Rue Abel Rabaud	48.8695186	2.3721047
Rue Abel Truchet	48.8832278	2.3240751
Rue Achille	48.8623872	2.3986993
Rue Achille Luchaire	48.8237973	2.3214461
Rue Achille Martinet	48.8921367	2.3369495
Rue Adolphe Adam	48.8574926	2.348622
Rue Adolphe Focillon	48.8269134	2.3283897
Rue Adolphe Jullien	48.8629757	2.3418859
Rue Adolphe Mille	48.8884383	2.3888952
Rue Adolphe Yvon	48.8642202	2.2709901
Rue Adrien Lesesne	48.9020308	2.3482212
Rue Affre	48.8862145	2.3556483
Rue Agar	48.8513637	2.2739292
Rue Agrippa d'Aubigné	48.8500458	2.3621723
Rue Aimé Lavy	48.8935637	2.3454171
Rue Aimé Morot	48.8201074	2.3497965
Rue Alain	48.8367846	2.3161836
Rue Alain Chartier	48.837973	2.295872
Rue Alasseur	48.8510298	2.2982312
Rue Albéric Magnard	48.8603466	2.2718065
Rue Albert	48.8258177	2.3718344
Rue Albert Bayet	48.8305452	2.3588884
Rue Albert Camus	48.8778822	2.3688466
Rue Albert de Lapparent	48.8484599	2.308367
Rue Albert Einstein	48.8268133	2.3818986
Rue Albert Malet	48.8415419	2.4107914
Rue Albert Marquet	48.8577491	2.4050844
Rue Albert Roussel	48.8918612	2.3055681
Rue Albert Samain	48.8862893	2.2946536
Rue Albert Sorel	48.823053	2.3220582
Rue Albert Thomas	48.8700341	2.362482
Rue Albert Willemetz	48.8483506	2.4155959
Rue Albin Haller	48.8223211	2.3492813
Rue Albinoni	48.8425628	2.3887557
Rue Alexander Fleming	48.881141	2.4046821
Rue Alexandre Cabanel	48.8485388	2.3024643
Rue Alexandre Charpentier	48.8843626	2.2876702
Rue Alexandre de Humboldt	48.8884624	2.3801723
Rue Alexandre Dumas	48.8538418	2.393912
Rue Alexandre Parodi	48.8798162	2.3655308
Rue Alfred Bruneau	48.8557729	2.2772619
Rue Alfred de Vigny	48.8789753	2.3051164
Rue Alfred Dehodencq	48.8609306	2.2711536
Rue Alfred Durand-Claye	48.8290172	2.3073268
Rue Alfred Fouillée	48.8194109	2.3639104
Rue Alfred Roll	48.8873649	2.3005689
Rue Alfred Stevens	48.8817181	2.3387785
Rue Alibert	48.8716437	2.3676562
Rue Alice Domon et Léonie Duquet	48.8282416	2.3824607
Rue Allent	48.8578055	2.3307506
Rue Alphand	48.8282038	2.3485421
Rue Alphonse Aulard	48.8805501	2.39964
Rue Alphonse Baudin	48.8607716	2.370416
Rue Alphonse Bertillon	48.8344866	2.3108847
Rue Alphonse Daudet	48.8266002	2.3274976
Rue Alphonse de Neuville	48.8863073	2.3019466
Rue Alphonse Karr	48.8949411	2.3806136
Rue Alphonse Penaud	48.8683664	2.4067536
Rue Ambroise Paré	48.8819283	2.3527491
Rue Ambroise Thomas	48.8749021	2.3475406
Rue Amélie	48.8593185	2.3074492
Rue Amelot	48.8601599	2.3680131
Rue Ampère	48.885275	2.3029974
Rue Amyot	48.8434435	2.3471241
Rue Anatole de la Forge	48.8752465	2.2913936
Rue André Antoine	48.8834901	2.337797
Rue André Barsacq	48.8850882	2.3415114
Rue André Bréchet	48.8989536	2.3265146
Rue André Colledeboeuf	48.8519522	2.2700455
Rue André Danjon	48.8853982	2.384601
Rue André del Sarte	48.8857707	2.3464716
Rue André Derain	48.8399011	2.4069988
Rue André Dubois	48.8834969	2.381892
Rue André Gide	48.8371424	2.3130434
Rue André Gill	48.8828625	2.339697
Rue André Lefebvre	48.8430005	2.2781318
Rue André Mazet	48.8538823	2.3391104
Rue André Messager	48.8951067	2.3422896
Rue André Pascal	48.8611829	2.269815
Rue André Pieyre de Mandiargues	48.8216458	2.3571313
Rue André Theuriet	48.8284201	2.2967759
Rue Andrieux	48.8812595	2.3189976
Rue Androuet	48.8858203	2.33853
Rue Angélique Compoint	48.8972461	2.3357242
Rue Annie Girardot	48.821812	2.3478103
Rue Anselme Payen	48.8384676	2.3106596
Rue Antoine Arnauld	48.8559534	2.272243
Rue Antoine Bourdelle	48.8428959	2.3184971
Rue Antoine Chantin	48.8271835	2.3227062
Rue Antoine Dubois	48.8510768	2.3397
Rue Antoine Hajje	48.8461728	2.2851298
Rue Antoine Roucher	48.8469838	2.2716376
Rue Antoine Vollon	48.8504627	2.3768131
Rue Antoine-Julien Hénard	48.8423079	2.3896307
Rue Antoinette Fouque	48.87591	2.4071507
Rue Antonin Mercié	48.8286443	2.3006031
Rue Archereau	48.8915038	2.3742557
Rue Aristide Briand	48.8615992	2.3193396
Rue Aristide Bruant	48.8852448	2.3351182
Rue Aristide Maillol	48.8377201	2.3117336
Rue Armand Carrel	48.8827744	2.3756333
Rue Armand Gauthier	48.8894211	2.3329543
Rue Armand Moisant	48.8425159	2.3173201
Rue Arsène Houssaye	48.8740419	2.2987071
Rue Arthur Brière	48.8952267	2.3273302
Rue Arthur Groussier	48.8718019	2.3700926
Rue Arthur Ranc	48.8983616	2.3338865
Rue Arthur Rozier	48.8781288	2.3908199
Rue Asseline	48.8350317	2.3225264
Rue au Maire	48.8646446	2.3563052
Rue Aubé	48.8552146	2.3470341
Rue Auber	48.8722401	2.3298192
Rue Aubriot	48.8583527	2.3568758
Rue Aubry le Boucher	48.8603803	2.3501994
Rue Audran	48.8854247	2.3361472
Rue Audubon	48.8460518	2.3695242
Rue Auger	48.8511468	2.3994073
Rue Augereau	48.8573063	2.3020421
Rue Auguste Barbier	48.8687185	2.3713253
Rue Auguste Bartholdi	48.8506296	2.2943309
Rue Auguste Cain	48.8259585	2.3206039
Rue Auguste Chabrières	48.8351367	2.2890332
Rue Auguste Chapuis	48.8563898	2.411812
Rue Auguste Comte	48.844315	2.3360092
Rue Auguste Dorchain	48.8449787	2.2979588
Rue Auguste Lançon	48.8232238	2.3447638
Rue Auguste Laurent	48.8579751	2.3815838
Rue Auguste Maquet	48.8395182	2.2660216
Rue Auguste Mie	48.8369741	2.3235151
Rue Auguste Perret	48.8247742	2.359226
Rue Auguste Vacquerie	48.870341	2.2952827
Rue Auguste Vitu	48.8453563	2.2785797
Rue Augustin Thierry	48.8760975	2.3940464
Rue Aumont	48.8259797	2.3613981
Rue Aumont-Thiéville	48.8837938	2.2886549
Rue aux Ours	48.8632451	2.3516442
Rue Bachaumont	48.8659875	2.3460748
Rue Bachelet	48.8886541	2.3448863
Rue Baillet	48.859725	2.3430275
Rue Bailleul	48.8610093	2.3416441
Rue Baillou	48.8287167	2.3218171
Rue Bailly	48.8650532	2.356348
Rue Balard	48.8408801	2.2779271
Rue Ballu	48.8820211	2.3295492
Rue Balny d'Avricourt	48.8830353	2.2969216
Rue Balzac	48.8744342	2.3013117
Rue Baptiste Renard	48.8279294	2.3666624
Rue Barbanègre	48.8928527	2.3838731
Rue Barbet de Jouy	48.8532528	2.3174986
Rue Barbette	48.8588794	2.3607038
Rue Bardinet	48.8302175	2.3164682
Rue Bargue	48.8389779	2.3076353
Rue Baron	48.8952709	2.3232847
Rue Baron le Roy	48.8340356	2.3888004
Rue Barrault	48.8262364	2.3465753
Rue Barrelet de Ricou	48.8774013	2.377927
Rue Barye	48.8814759	2.3033146
Rue Basfroi	48.8551012	2.3792046
Rue Basse des Carmes	48.8492064	2.3485483
Rue Bassompierre	48.8510232	2.3665942
Rue Baste	48.8810459	2.3739613
Rue Bastien Lepage	48.8485266	2.2660594
Rue Baudelique	48.8928435	2.3474283
Rue Baudoin	48.832205	2.3689513
Rue Baudricourt	48.8262535	2.3634459
Rue Baulant	48.8409585	2.3868165
Rue Bausset	48.8394395	2.2987887
Rue Bayard	48.866345	2.3078191
Rue Bayen	48.8812634	2.2927777
Rue Béatrix Dussane	48.8500473	2.2907614
Rue Beaubourg	48.8627337	2.3542903
Rue Beaugrenelle	48.8475307	2.2858062
Rue Beaujon	48.8751966	2.2987188
Rue Beaunier	48.824487	2.3283124
Rue Beauregard	48.8693015	2.3496863
Rue Beaurepaire	48.8702144	2.3637544
Rue Beautreillis	48.852663	2.3633308
Rue Beccaria	48.846519	2.3793313
Rue Becquerel	48.8888189	2.3434996
Rue Beethoven	48.8584523	2.2873437
Rue Belgrand	48.8646911	2.4036333
Rue Belhomme	48.8840106	2.3484451
Rue Belidor	48.8802567	2.2859664
Rue Bellart	48.847018	2.3084508
Rue Belliard	48.8967718	2.3384676
Rue Bellier-Dedouvre	48.8246125	2.3505214
Rue Bellini	48.860825	2.2824042
Rue Bellot	48.8859526	2.3677596
Rue Bénard	48.8317419	2.3221039
Rue Benjamin Constant	48.8952612	2.382547
Rue Benjamin Franklin	48.8602418	2.2857857
Rue Benjamin Godard	48.8662235	2.2755636
Rue Béranger	48.8661957	2.3636357
Rue Berbier du Mets	48.8348056	2.3509923
Rue Berger	48.8615675	2.3453646
Rue Bergère	48.8723452	2.3455534
Rue Berlioz	48.8754269	2.2828356
Rue Bernard de Clairvaux	48.8623964	2.3520514
Rue Bernard de Ventadour	48.8351834	2.3160572
Rue Bernard Dimey	48.8970081	2.3310047
Rue Bernard Lecache	48.8456936	2.415079
Rue Bernard Palissy	48.8531526	2.3313914
Rue Bernoulli	48.880902	2.3211028
Rue Berryer	48.875255	2.3039288
Rue Berthe	48.8855945	2.3397975
Rue Berthollet	48.83883	2.3457502
Rue Bertin Poirée	48.8587226	2.3447945
Rue Berton	48.854955	2.2805839
Rue Bervic	48.8841	2.3491964
Rue Berzélius	48.8944049	2.319773
Rue Bessières	48.8950436	2.3161702
Rue Beudant	48.8825837	2.3192854
Rue Bezout	48.8288991	2.3300645
Rue Bichat	48.8723692	2.3669272
Rue Bignon	48.8407411	2.3886437
Rue Biot	48.8843639	2.3261206
Rue Biscornet	48.8501924	2.3698341
Rue Bisson	48.8707974	2.3811144
Rue Bixio	48.8523473	2.3104093
Rue Blainville	48.8444897	2.3486477
Rue Blaise Desgoffe	48.8457558	2.3246189
Rue Blanchard	48.8575444	2.4102571
Rue Blanche	48.8803754	2.3314177
Rue Blanche-Antoinette	48.8821729	2.3902232
Rue Bleue	48.8758874	2.346396
Rue Blomet	48.8409012	2.3004746
Rue Blondel	48.8687201	2.3536733
Rue Bobillot	48.8267084	2.3512823
Rue Bochart de Saron	48.8812049	2.3425127
Rue Boileau	48.8434682	2.2631989
Rue Boinod	48.8933979	2.350893
Rue Bois le Vent	48.8576295	2.2755101
Rue Boissière	48.866971	2.2896254
Rue Boissieu	48.8842691	2.3492923
Rue Boissonade	48.8390911	2.3331459
Rue Boissy d'Anglas	48.8688664	2.3218997
Rue Bonaparte	48.8534769	2.3333554
Rue Bonnet	48.897038	2.3355293
Rue Borda	48.8662304	2.3571866
Rue Boris Vian	48.8849967	2.3540748
Rue Borromée	48.8422223	2.3044848
Rue Bosio	48.8490963	2.2652862
Rue Bosquet	48.8558431	2.3054255
Rue Bossuet	48.8786648	2.3522725
Rue Botha	48.8712776	2.3872176
Rue Botzaris	48.8793645	2.3846598
Rue Bouchardon	48.8708519	2.3578954
Rue Boucher	48.8594976	2.3439054
Rue Bouchut	48.8469511	2.3099876
Rue Boucicaut	48.8425354	2.2858948
Rue Boucry	48.8940763	2.36176
Rue Boudreau	48.8722395	2.3291698
Rue Bougainville	48.8558824	2.3081677
Rue Bouilloux-Lafont	48.8370151	2.2798384
